state,jpos0,jpos1,jpos2,jpos3,jpos4,jpos5,jpos6,jpos7,jpos8,jpos9,jpos10,jpos11,jvel0,jvel1,jvel2,jvel3,jvel4,jvel5,jvel6,jvel7,jvel8,jvel9,jvel10,jvel11,jpos0_des,jpos1_des,jpos2_des,jpos3_des,jpos4_des,jpos5_des,jpos6_des,jpos7_des,jpos8_des,jpos9_des,jpos10_des,jpos11_des,kp,kd
2,0.0148737,0.787987,-1.46771,0.102331,0.687132,-1.14927,-0.217895,0.651975,-1.07818,0.0218782,0.436157,-1.34073,-0.755727,-3.4996,5.05503,0.166648,-0.205403,-0.873509,-0.0348797,-2.24005,-1.15659,-0.255785,-2.771,6.3107,-0.0451282,0.677111,-1.28086,0.19071,0.653721,-1.20949,-0.0524233,0.634336,-1.12058,-0.0355392,0.394363,-1.244,20,0.5
2,0.012179,0.774847,-1.44865,0.104329,0.684983,-1.15281,-0.217592,0.644708,-1.08246,0.0217873,0.424015,-1.3155,-1.08127,-3.33295,5.12782,0.930126,-0.63171,-0.833069,0.197652,-1.75561,-0.94428,-0.0387552,-3.1663,5.70208,-0.0451282,0.677111,-1.28086,0.19071,0.653721,-1.20949,-0.0524233,0.634336,-1.12058,-0.0355392,0.394363,-1.244,20,0.5
2,0.00812185,0.756286,-1.42437,0.104208,0.681047,-1.15752,-0.213202,0.632264,-1.08747,0.0227865,0.410481,-1.28561,-0.313917,-3.68562,4.70725,-0.368175,-0.530947,-0.897774,1.09677,-2.34082,-0.899796,0.201527,-2.03077,5.30778,-0.0451282,0.677111,-1.28086,0.19071,0.653721,-1.20949,-0.0524233,0.634336,-1.12058,-0.0355392,0.394363,-1.244,20,0.5
2,0.00433713,0.737847,-1.40442,0.106963,0.680229,-1.1627,-0.203786,0.620274,-1.09115,0.0258445,0.403699,-1.26331,-0.914624,-3.15855,4.78004,1.04252,0.0503818,-0.861377,2.11604,-2.09278,-0.827003,0.705345,-1.42232,4.8043,-0.00813939,0.840787,-1.21434,0.366449,0.703906,-1.13215,-0.18101,0.770421,-0.78424,0.027532,0.435788,-1.31233,20,0.5
2,0.001158,0.729672,-1.38632,0.111081,0.680381,-1.1648,-0.198699,0.616762,-1.09313,0.0280548,0.398279,-1.2453,-1.10065,-2.9609,4.80835,1.8215,0.0426308,-0.72388,1.54633,-0.871993,-0.0444843,0.868117,-1.24404,4.35339,-0.00813939,0.840787,-1.21434,0.366449,0.703906,-1.13215,-0.18101,0.770421,-0.78424,0.027532,0.435788,-1.31233,20,0.5
2,-0.00262666,0.720983,-1.36875,0.12625,0.682046,-1.16687,-0.195701,0.614855,-1.08968,0.03408,0.395252,-1.23107,-0.837113,-2.46483,5.0065,2.91439,0.360424,-0.475173,0.403054,-0.577453,1.44978,1.30993,-0.647212,3.56683,-0.00813939,0.840787,-1.21434,0.366449,0.703906,-1.13215,-0.18101,0.770421,-0.78424,0.027532,0.435788,-1.31233,20,0.5
2,-0.00677472,0.708508,-1.34225,0.142267,0.684559,-1.16838,-0.190433,0.609617,-1.08126,0.0410136,0.392799,-1.21641,-0.499943,-1.61222,5.53627,3.08879,0.63171,-0.131431,1.91451,-1.25179,1.76724,1.12003,-0.426308,2.37586,-0.00813939,0.840787,-1.21434,0.366449,0.703906,-1.13215,-0.18101,0.770421,-0.78424,0.027532,0.435788,-1.31233,20,0.5
2,-0.0119219,0.703543,-1.32259,0.154135,0.686103,-1.16827,-0.177081,0.605953,-1.07074,0.0464635,0.391376,-1.20922,-1.51921,-0.802233,4.07233,4.26308,0.127892,0.0990786,2.1858,-0.344922,2.79442,1.17428,-0.127892,1.24556,0.00711507,0.708118,-1.09769,0.177645,0.67416,-1.14134,-0.274775,0.638254,-1.03655,0.124592,0.419017,-1.07309,20,0.5
2,-0.0179169,0.700515,-1.3079,0.176813,0.684983,-1.16756,-0.171207,0.606861,-1.05872,0.0523374,0.391739,-1.20581,-1.54246,-0.895246,4.2988,4.02279,-0.403054,0.238597,0.984383,0.434059,3.47584,1.94551,0.186025,0.938214,0.00711507,0.708118,-1.09769,0.177645,0.67416,-1.14134,-0.274775,0.638254,-1.03655,0.124592,0.419017,-1.07309,20,0.5
2,-0.0218832,0.694611,-1.29119,0.185382,0.683832,-1.16658,-0.17048,0.606619,-1.04736,0.0592104,0.392648,-1.20116,-1.3138,-1.44169,4.5374,2.87951,-0.410806,0.26084,0.131768,-0.00387552,2.64884,2.42995,0.279038,1.32037,0.00711507,0.708118,-1.09769,0.177645,0.67416,-1.14134,-0.274775,0.638254,-1.03655,0.124592,0.419017,-1.07309,20,0.5
2,-0.0343273,0.690614,-1.26715,0.211178,0.681501,-1.16543,-0.170753,0.60783,-1.03504,0.0717453,0.394222,-1.19233,-2.07341,-0.368175,4.5657,4.23595,-0.453436,0.214333,-0.232531,0.403054,2.09278,1.18203,0.321668,1.75106,0.00711507,0.708118,-1.09769,0.177645,0.67416,-1.14134,-0.274775,0.638254,-1.03655,0.124592,0.419017,-1.07309,20,0.5
2,-0.0426838,0.688223,-1.24222,0.224803,0.678019,-1.16447,-0.173508,0.60889,-1.02596,0.076075,0.395766,-1.18181,-1.95714,-0.592955,4.76993,2.71674,-0.825487,0.149629,-0.73635,0.0116266,1.56706,1.00764,0.22478,1.93102,0.0491042,0.563244,-0.946271,-0.0308671,0.893225,-1.30204,-0.141157,0.541647,-1.37308,0.206451,0.462406,-0.80879,20,0.5
2,-0.0498294,0.683287,-1.22397,0.23428,0.676475,-1.16428,-0.17705,0.608012,-1.02125,0.081858,0.396281,-1.17377,-1.67423,-1.81375,4.94786,2.06178,0.430183,-0.0707704,-0.647212,-0.445685,0.738035,1.90288,0.0658839,2.5356,0.0491042,0.563244,-0.946271,-0.0308671,0.893225,-1.30204,-0.141157,0.541647,-1.37308,0.206451,0.462406,-0.80879,20,0.5
2,-0.0580043,0.669117,-1.19608,0.241728,0.678382,-1.16695,-0.17814,0.604954,-1.02419,0.0951498,0.395948,-1.15579,-1.63547,-3.01903,5.89619,1.4572,0.178274,-0.794651,-0.538698,-0.0930126,-1.32037,2.75937,-0.0697594,3.83778,0.0491042,0.563244,-0.946271,-0.0308671,0.893225,-1.30204,-0.141157,0.541647,-1.37308,0.206451,0.462406,-0.80879,20,0.5
2,-0.0631515,0.664152,-1.18285,0.247148,0.680653,-1.16958,-0.182743,0.605893,-1.02811,0.10284,0.395948,-1.14557,-1.1394,-1.44169,5.79307,1.24404,1.24017,-1.09593,-1.53083,0.472814,-1.86632,2.00752,0.0542573,4.40799,0.0491042,0.563244,-0.946271,-0.0308671,0.893225,-1.30204,-0.141157,0.541647,-1.37308,0.206451,0.462406,-0.80879,20,0.5
2,-0.0675417,0.655856,-1.14696,0.249025,0.689524,-1.17854,-0.19231,0.608103,-1.0443,0.112983,0.394858,-1.11524,-0.763478,-1.89901,6.30261,-0.25966,1.45332,-1.77735,-1.95326,0.0775105,-3.399,2.43383,-0.348797,5.57064,-0.00399917,0.522109,-1.00329,-0.0421654,0.987212,-1.37355,-0.0975444,0.545096,-1.58271,0.161658,0.440699,-0.667545,20,0.5
2,-0.0715686,0.646561,-1.12404,0.247481,0.697336,-1.18579,-0.198457,0.607104,-1.05907,0.125397,0.39401,-1.09379,-0.875868,-2.81363,6.46235,-0.643337,2.49971,-2.24646,-0.740225,-0.348797,-4.61828,2.51522,-0.174399,6.21364,-0.00399917,0.522109,-1.00329,-0.0421654,0.987212,-1.37355,-0.0975444,0.545096,-1.58271,0.161658,0.440699,-0.667545,20,0.5
2,-0.0748386,0.629363,-1.09385,0.23867,0.711688,-1.19919,-0.201272,0.605166,-1.08823,0.134511,0.393859,-1.05754,-0.600706,-3.16243,6.08424,-2.03853,2.89114,-3.10177,-0.844864,-0.18215,-6.40371,2.32919,-0.0581329,7.16601,-0.00399917,0.522109,-1.00329,-0.0421654,0.987212,-1.37355,-0.0975444,0.545096,-1.58271,0.161658,0.440699,-0.667545,20,0.5
2,-0.0768369,0.621854,-1.08024,0.233553,0.724465,-1.21074,-0.205481,0.604621,-1.10556,0.14314,0.393889,-1.03782,-0.445685,-2.7555,5.57873,-2.11216,3.71275,-3.18063,-1.15491,-0.18215,-7.09524,2.37182,-0.0310042,8.31452,-0.00399917,0.522109,-1.00329,-0.0421654,0.987212,-1.37355,-0.0975444,0.545096,-1.58271,0.161658,0.440699,-0.667545,20,0.5
2,-0.0789563,0.608169,-1.06133,0.224379,0.739089,-1.22862,-0.210416,0.602774,-1.15575,0.157794,0.392678,-0.985503,-0.592955,-2.92602,5.12985,-3.30195,3.92978,-3.60525,-0.58908,-0.530947,-9.01413,2.10441,-0.344922,8.51065,-0.0177107,0.554367,-0.975973,0.0970073,0.925795,-1.41634,-0.0777173,0.523143,-1.415,0.0815925,0.432527,-0.798602,20,0.5
2,-0.0821355,0.593878,-1.03146,0.207727,0.759435,-1.24426,-0.211627,0.60017,-1.17837,0.162669,0.392194,-0.950433,-0.577453,-2.7555,4.10266,-2.98803,4.37547,-4.27251,-0.426308,-0.647212,-8.7998,1.59284,-0.0503818,7.94853,-0.0177107,0.554367,-0.975973,0.0970073,0.925795,-1.41634,-0.0777173,0.523143,-1.415,0.0815925,0.432527,-0.798602,20,0.5
2,-0.0847091,0.581343,-1.01222,0.194526,0.780872,-1.26576,-0.212203,0.595749,-1.2362,0.170934,0.392678,-0.908082,-0.341046,-1.97264,3.63962,-2.5811,4.04992,-4.24218,0.0775105,-0.949503,-8.91101,1.78274,0.0348797,8.5612,-0.0177107,0.554367,-0.975973,0.0970073,0.925795,-1.41634,-0.0777173,0.523143,-1.415,0.0815925,0.432527,-0.798602,20,0.5
2,-0.0859807,0.576317,-1.00365,0.181779,0.791953,-1.27778,-0.211446,0.592601,-1.25761,0.176415,0.392829,-0.889299,-0.240282,-1.91838,3.36261,-3.65074,4.17781,-4.64254,0.240282,-1.22079,-8.53694,1.98039,0.0193776,6.99212,-0.0177107,0.554367,-0.975973,0.0970073,0.925795,-1.41634,-0.0777173,0.523143,-1.415,0.0815925,0.432527,-0.798602,20,0.5
2,-0.0873432,0.562601,-0.988093,0.163219,0.81563,-1.3019,-0.207207,0.584002,-1.30274,0.188828,0.394343,-0.86107,-0.174399,-2.54622,2.64075,-2.56172,4.11968,-3.98336,0.833238,-1.56959,-7.50167,1.54246,0.496067,3.06537,-0.0279927,0.59307,-1.00338,0.203209,0.806574,-1.373,-0.0882059,0.506042,-1.13084,0.0488347,0.455656,-0.960191,20,0.5
2,-0.0881001,0.553911,-0.982027,0.15686,0.83198,-1.31804,-0.204694,0.57619,-1.32332,0.192613,0.399067,-0.858242,-0.232531,-1.55796,1.9472,-2.06953,3.59261,-3.76499,0.802233,-1.77887,-6.71308,1.18203,1.62384,0.0363962,-0.0279927,0.59307,-1.00338,0.203209,0.806574,-1.373,-0.0882059,0.506042,-1.13084,0.0488347,0.455656,-0.960191,20,0.5
2,-0.0889479,0.547614,-0.974729,0.149594,0.845605,-1.33357,-0.200061,0.567501,-1.35231,0.197336,0.408513,-0.873534,0.0697594,-1.44557,0.827003,-1.25179,3.8794,-3.7023,1.10452,-1.94939,-4.12288,1.10065,2.62761,-4.33924,-0.0279927,0.59307,-1.00338,0.203209,0.806574,-1.373,-0.0882059,0.506042,-1.13084,0.0488347,0.455656,-0.960191,20,0.5
2,-0.0881304,0.540135,-0.973181,0.143236,0.862894,-1.34657,-0.19225,0.559386,-1.36365,0.204028,0.417899,-0.891969,0.151145,-1.18591,0.131431,-1.72848,2.65086,-3.69826,1.59284,-2.28656,-2.40215,1.07352,2.31756,-4.96808,-0.0279927,0.59307,-1.00338,0.203209,0.806574,-1.373,-0.0882059,0.506042,-1.13084,0.0488347,0.455656,-0.960191,20,0.5
2,-0.0880699,0.537198,-0.97386,0.13939,0.868707,-1.35867,-0.187617,0.552665,-1.36839,0.206299,0.424318,-0.905933,0.0658839,-0.910748,-0.343742,-1.1084,1.93001,-2.79644,1.60834,-2.38732,-1.39923,0.670466,2.0269,-5.1622,-0.0487766,0.71229,-1.00266,0.179441,0.707851,-1.35748,-0.134829,0.491039,-1.04043,0.0612675,0.456386,-0.963708,20,0.5
2,-0.0873129,0.534382,-0.975914,0.136756,0.879274,-1.37062,-0.177929,0.53253,-1.37175,0.209296,0.435218,-0.934415,0.0232531,-0.00775105,-0.396314,-0.155021,1.41457,-2.08267,1.68585,-4.2747,0.426645,0.499943,1.52308,-4.33115,-0.0487766,0.71229,-1.00266,0.179441,0.707851,-1.35748,-0.134829,0.491039,-1.04043,0.0612675,0.456386,-0.963708,20,0.5
2,-0.0875551,0.536078,-0.978094,0.135515,0.882513,-1.37987,-0.170329,0.513213,-1.36382,0.210386,0.441758,-0.953482,-0.0116266,0.496067,-0.473151,-0.0193776,0.352673,-1.5428,1.22079,-3.1818,2.1676,-0.0503818,1.15878,-3.21096,-0.0487766,0.71229,-1.00266,0.179441,0.707851,-1.35748,-0.134829,0.491039,-1.04043,0.0612675,0.456386,-0.963708,20,0.5
2,-0.0874643,0.538833,-0.980369,0.135606,0.881605,-1.38428,-0.165424,0.50201,-1.35668,0.209175,0.445361,-0.964698,-0.0155021,0.81386,-0.628846,0.073635,-0.573578,-0.822959,1.39131,-2.65861,3.09975,-0.414681,0.775105,-2.60233,-0.0487766,0.71229,-1.00266,0.179441,0.707851,-1.35748,-0.134829,0.491039,-1.04043,0.0612675,0.456386,-0.963708,20,0.5
2,-0.088524,0.541043,-0.982312,0.136272,0.879304,-1.38588,-0.16176,0.494683,-1.34291,0.206722,0.447268,-0.970622,-0.25966,0.755727,-0.752189,0.193776,-0.945628,-0.543921,1.33706,-2.7865,3.66389,-0.709221,0.662715,-2.37991,-0.134438,0.694829,-1.01979,0.0859492,0.712633,-1.3734,-0.155929,0.467606,-1.18417,0.153706,0.440401,-0.838466,20,0.5
2,-0.0903104,0.545736,-0.985992,0.137029,0.872219,-1.38744,-0.155372,0.478999,-1.32258,0.202514,0.451144,-0.97999,-0.542573,1.17041,-0.651088,-0.081386,-1.86413,-0.151651,1.11228,-3.03066,4.21185,-1.12003,0.643337,-1.33857,-0.134438,0.694829,-1.01979,0.0859492,0.712633,-1.3734,-0.155929,0.467606,-1.18417,0.153706,0.440401,-0.838466,20,0.5
2,-0.0946704,0.554608,-0.989136,0.135454,0.857656,-1.38728,-0.149952,0.462528,-1.29846,0.199728,0.453173,-0.983323,-1.03476,1.79824,-0.444843,-0.104639,-2.59273,0.149629,0.670466,-2.3757,4.23814,-0.561951,0.108515,-0.0141541,-0.134438,0.694829,-1.01979,0.0859492,0.712633,-1.3734,-0.155929,0.467606,-1.18417,0.153706,0.440401,-0.838466,20,0.5
2,-0.0994239,0.561965,-0.990621,0.136272,0.847149,-1.38645,-0.14753,0.456745,-1.28806,0.195641,0.453051,-0.981775,-1.23242,1.98814,-0.363962,0.40693,-2.68574,0.224443,0.453436,-2.33694,4.13502,-1.2828,-0.127892,0.566163,-0.134438,0.694829,-1.01979,0.0859492,0.712633,-1.3734,-0.155929,0.467606,-1.18417,0.153706,0.440401,-0.838466,20,0.5
2,-0.105873,0.572774,-0.991822,0.13715,0.830648,-1.38499,-0.146046,0.44639,-1.26685,0.188556,0.452234,-0.977968,-1.1239,2.05015,-0.268928,-0.0310042,-3.54223,0.29117,0.0542573,-1.82537,4.09458,-1.3293,-0.205403,1.10806,-0.213207,0.405898,-0.953621,0.0804001,0.752525,-1.36131,-0.133312,0.425708,-1.33177,0.278263,0.361009,-0.82187,20,0.5
2,-0.110748,0.578073,-0.992564,0.136453,0.816811,-1.38419,-0.146046,0.439366,-1.2525,0.185347,0.451689,-0.972596,-1.43007,1.91451,-0.0889685,-0.124017,-3.22056,0.297236,0.00775105,-1.8525,3.65984,-0.313917,-0.317793,1.56908,-0.213207,0.405898,-0.953621,0.0804001,0.752525,-1.36131,-0.133312,0.425708,-1.33177,0.278263,0.361009,-0.82187,20,0.5
2,-0.119468,0.574379,-0.991979,0.136151,0.80358,-1.38202,-0.145683,0.430131,-1.23753,0.187708,0.444604,-0.962313,-1.69748,-0.124017,0.145585,-0.0852615,-2.91439,0.454953,0.0310042,-1.39519,2.13929,0.503818,-1.6471,1.92293,-0.213207,0.405898,-0.953621,0.0804001,0.752525,-1.36131,-0.133312,0.425708,-1.33177,0.278263,0.361009,-0.82187,20,0.5
