state,jpos0,jpos1,jpos2,jpos3,jpos4,jpos5,jpos6,jpos7,jpos8,jpos9,jpos10,jpos11,jvel0,jvel1,jvel2,jvel3,jvel4,jvel5,jvel6,jvel7,jvel8,jvel9,jvel10,jvel11,jpos0_des,jpos1_des,jpos2_des,jpos3_des,jpos4_des,jpos5_des,jpos6_des,jpos7_des,jpos8_des,jpos9_des,jpos10_des,jpos11_des,kp,kd
2,-0.182263,0.505255,-1.05206,0.213298,0.684983,-1.17063,-0.0888823,0.531985,-1.17935,0.128001,0.373906,-0.968663,-1.26342,5.80166,-4.77802,-0.0968881,-0.96113,7.39248,-1.73623,1.52696,4.5192,-1.41844,1.25955,0.266906,0.01175,0.936571,-1.22495,0.0206658,0.883546,-0.938495,-0.320072,0.74493,-0.881175,0.177018,0.53157,-0.855359,20,0.5
2,-0.185503,0.532929,-1.0718,0.210845,0.68253,-1.13937,-0.102689,0.540281,-1.1579,0.119735,0.380295,-0.966973,-0.089137,6.98757,-4.6021,-0.558075,-0.0968881,7.38237,-2.79813,2.56172,5.77689,-1.08515,1.46495,0.507525,0.0762269,0.592929,-0.999809,0.170135,0.643676,-1.1574,-0.180402,0.494252,-0.83657,0.12923,0.333678,-1.16434,20,0.5
2,-0.185745,0.560058,-1.09147,0.208938,0.683318,-1.10945,-0.112226,0.551605,-1.133,0.1181,0.385745,-0.964919,-0.0852615,4.84828,-4.77195,-0.492191,0.139519,6.85664,-3.27094,2.0424,6.40978,-0.348797,0.623959,0.234553,0.0762269,0.592929,-0.999809,0.170135,0.643676,-1.1574,-0.180402,0.494252,-0.83657,0.12923,0.333678,-1.16434,20,0.5
2,-0.181082,0.580435,-1.10965,0.210179,0.678927,-1.07907,-0.125458,0.554845,-1.09918,0.117192,0.384352,-0.968473,1.35256,4.4336,-3.0957,0.158896,-0.99601,5.03683,-2.10053,0.48444,6.87889,-0.0542573,-0.430183,-1.13435,0.0762269,0.592929,-0.999809,0.170135,0.643676,-1.1574,-0.180402,0.494252,-0.83657,0.12923,0.333678,-1.16434,20,0.5
2,-0.173331,0.602567,-1.11817,0.20918,0.675476,-1.06224,-0.133209,0.559507,-1.08205,0.118736,0.386441,-0.974792,2.44933,5.39085,-1.88047,-0.317793,-0.852615,4.20376,-2.03465,1.32543,6.80205,0.63171,0.670466,-1.80161,0.0762269,0.592929,-0.999809,0.170135,0.643676,-1.1574,-0.180402,0.494252,-0.83657,0.12923,0.333678,-1.16434,20,0.5
2,-0.163249,0.618736,-1.12219,0.208393,0.672963,-1.04788,-0.141898,0.561718,-1.05662,0.123096,0.388439,-0.981095,2.94152,3.25544,-0.533811,0.0697594,-0.445685,3.52235,-2.3912,0.0775105,7.24083,1.33706,0.697594,-1.42754,-0.039262,0.374751,-1.05512,0.250889,0.426086,-1.26787,-0.0634821,0.372477,-1.10239,0.0295607,0.258587,-1.20503,20,0.5
2,-0.146051,0.631301,-1.12167,0.211572,0.673962,-1.03563,-0.153888,0.559871,-1.01751,0.130393,0.392073,-0.988014,2.9299,3.12755,0.345764,0.864242,0.255785,2.62255,-2.84076,-0.744101,7.79688,1.68198,0.418557,-1.94315,-0.039262,0.374751,-1.05512,0.250889,0.426086,-1.26787,-0.0634821,0.372477,-1.10239,0.0295607,0.258587,-1.20503,20,0.5
2,-0.130549,0.640354,-1.11897,0.216265,0.66939,-1.02888,-0.164516,0.556934,-0.986292,0.137448,0.391013,-1.00051,3.40659,1.65872,0.628846,0.662715,-1.24017,0.594472,-1.26342,-0.600706,5.53627,1.23629,-0.461187,-2.7095,-0.039262,0.374751,-1.05512,0.250889,0.426086,-1.26787,-0.0634821,0.372477,-1.10239,0.0295607,0.258587,-1.20503,20,0.5
2,-0.117954,0.643351,-1.11561,0.21793,0.663334,-1.02857,-0.172509,0.552665,-0.967857,0.144078,0.387077,-1.0119,3.30582,0.302291,1.09391,0.434059,-1.80599,-0.119299,-2.21292,-1.36031,4.61828,1.70523,-1.24792,-3.02089,-0.039262,0.374751,-1.05512,0.250889,0.426086,-1.26787,-0.0634821,0.372477,-1.10239,0.0295607,0.258587,-1.20503,20,0.5
2,-0.0996056,0.64102,-1.10924,0.220685,0.654705,-1.03259,-0.182107,0.544066,-0.950086,0.151224,0.380749,-1.02727,3.705,-0.840989,1.19905,0.468938,-2.07341,-1.2213,-1.37581,-1.98814,2.85508,0.798358,-1.30605,-3.19276,-0.118266,0.540544,-1.14045,0.279896,0.569726,-1.24873,0.0316308,0.471252,-1.1073,0.000573112,0.372831,-1.14133,20,0.5
2,-0.0893112,0.635297,-1.10433,0.222199,0.643412,-1.03942,-0.185558,0.535528,-0.942108,0.152738,0.375602,-1.03988,3.34458,-1.17428,1.13233,0.561951,-2.88727,-2.01392,-1.1084,-1.80599,1.64996,0.37205,-1.05802,-3.25746,-0.118266,0.540544,-1.14045,0.279896,0.569726,-1.24873,0.0316308,0.471252,-1.1073,0.000573112,0.372831,-1.14133,20,0.5
2,-0.074233,0.626032,-1.10044,0.227256,0.629938,-1.04988,-0.188677,0.52817,-0.938633,0.153919,0.373028,-1.05406,2.40282,-1.95326,0.640978,0.833238,-2.13541,-2.34958,-0.573578,-1.60834,0.272972,0.251909,-0.352673,-3.08761,-0.118266,0.540544,-1.14045,0.279896,0.569726,-1.24873,0.0316308,0.471252,-1.1073,0.000573112,0.372831,-1.14133,20,0.5
2,-0.0670875,0.619826,-1.09919,0.229405,0.624246,-1.06096,-0.19007,0.521267,-0.939154,0.154312,0.369728,-1.06687,2.36019,-2.26718,0.103123,0.689843,-1.99589,-2.86924,-0.488316,-1.72848,-0.390248,0.0310042,-1.3138,-2.76005,-0.118266,0.540544,-1.14045,0.279896,0.569726,-1.24873,0.0316308,0.471252,-1.1073,0.000573112,0.372831,-1.14133,20,0.5
2,-0.0573382,0.60726,-1.1003,0.234643,0.612438,-1.0794,-0.190373,0.513274,-0.944904,0.151769,0.361704,-1.07872,1.02701,-1.89126,-0.3215,1.08515,-2.31369,-3.69826,0.189901,-1.76336,-1.43361,-0.860366,-1.74011,-2.96831,-0.0888345,0.829348,-1.20655,0.220671,0.699319,-1.13947,0.0041347,0.5536,-0.957436,0.00802655,0.517123,-1.15287,20,0.5
2,-0.0548857,0.602477,-1.10155,0.237792,0.605777,-1.08908,-0.18898,0.505401,-0.951286,0.149135,0.356163,-1.08942,0.953379,-1.27892,-0.574252,1.0774,-2.43383,-3.58503,0.511569,-1.99977,-1.58526,-0.972756,-0.790607,-2.84497,-0.0888345,0.829348,-1.20655,0.220671,0.699319,-1.13947,0.0041347,0.5536,-0.957436,0.00802655,0.517123,-1.15287,20,0.5
2,-0.0499808,0.606685,-1.10531,0.242273,0.597632,-1.10739,-0.184802,0.497317,-0.958411,0.143715,0.356194,-1.10347,0.480565,-0.104639,-0.772409,0.806109,-1.42619,-3.28375,0.957254,-1.36806,-1.12424,-0.957254,-0.313917,-2.41024,-0.0888345,0.829348,-1.20655,0.220671,0.699319,-1.13947,0.0041347,0.5536,-0.957436,0.00802655,0.517123,-1.15287,20,0.5
2,-0.0510405,0.605595,-1.10908,0.247269,0.59191,-1.12011,-0.178746,0.494047,-0.961507,0.138568,0.356708,-1.11071,-0.542573,0.356548,-0.968544,1.25179,-0.92625,-2.79644,1.43782,-0.798358,-0.958434,-1.39906,0.604582,-2.28487,-0.0888345,0.829348,-1.20655,0.220671,0.699319,-1.13947,0.0041347,0.5536,-0.957436,0.00802655,0.517123,-1.15287,20,0.5
2,-0.0554913,0.61162,-1.1164,0.253839,0.590729,-1.13423,-0.172055,0.49111,-0.965646,0.129848,0.363067,-1.12295,-0.852615,0.868117,-1.6904,1.24017,-0.213154,-2.85508,1.43394,-0.32942,-0.685462,-1.76724,1.08515,-2.44664,-0.0197586,0.9808,-1.30758,0.195982,0.602868,-0.932522,-0.154897,0.576216,-0.940685,0.018271,0.472703,-1.27528,20,0.5
2,-0.0578529,0.612983,-1.12126,0.258018,0.589245,-1.14083,-0.168058,0.490444,-0.967842,0.125306,0.365156,-1.13207,-0.825487,0.77898,-2.06245,0.945628,-0.875868,-2.62457,1.30218,-0.174399,-0.580318,-1.70135,0.744101,-2.48303,-0.0197586,0.9808,-1.30758,0.195982,0.602868,-0.932522,-0.154897,0.576216,-0.940685,0.018271,0.472703,-1.27528,20,0.5
2,-0.060154,0.626366,-1.13444,0.261197,0.582403,-1.14952,-0.165212,0.488567,-0.970306,0.113195,0.370636,-1.14696,-0.627835,3.03066,-2.66299,0.449561,-0.96113,-0.841157,0.286789,-0.499943,-0.297236,-1.82537,1.25955,-3.02695,-0.0197586,0.9808,-1.30758,0.195982,0.602868,-0.932522,-0.154897,0.576216,-0.940685,0.018271,0.472703,-1.27528,20,0.5
2,-0.0646048,0.639233,-1.14523,0.262832,0.580223,-1.15001,-0.163123,0.48784,-0.970843,0.107957,0.377085,-1.15824,-1.86025,3.64299,-2.84699,0.689843,-0.476689,0.333632,0.771229,0.0271287,-0.0323522,-1.91838,1.75174,-2.90361,-0.0197586,0.9808,-1.30758,0.195982,0.602868,-0.932522,-0.154897,0.576216,-0.940685,0.018271,0.472703,-1.27528,20,0.5
2,-0.0763828,0.667331,-1.16175,0.265042,0.57774,-1.14371,-0.155705,0.489445,-0.970322,0.0965426,0.38962,-1.17333,-2.04628,5.51099,-3.02695,0.158896,-0.279038,1.71264,1.29442,0.565826,0.165805,-2.08116,2.51134,-2.80858,0.0541339,1.01616,-1.39261,0.170181,0.52949,-0.90383,-0.310925,0.583265,-0.887128,0.0457799,0.399696,-1.2489,20,0.5
2,-0.0808638,0.680683,-1.16938,0.264951,0.576953,-1.13921,-0.153192,0.490777,-0.969437,0.0920312,0.39504,-1.17917,-1.71686,6.0807,-3.21096,-0.081386,-0.426308,1.88654,0.802233,0.58908,0.274994,-1.80212,2.2013,-2.67108,0.0541339,1.01616,-1.39261,0.170181,0.52949,-0.90383,-0.310925,0.583265,-0.887128,0.0457799,0.399696,-1.2489,20,0.5
2,-0.0884938,0.717985,-1.19431,0.264376,0.569898,-1.12357,-0.158611,0.49544,-0.967241,0.0822213,0.404395,-1.19186,-1.47657,6.10783,-4.02987,-0.108515,-1.36418,2.77218,-0.763478,0.817736,0.483261,-1.36418,0.914624,-2.60435,0.0541339,1.01616,-1.39261,0.170181,0.52949,-0.90383,-0.310925,0.583265,-0.887128,0.0457799,0.399696,-1.2489,20,0.5
2,-0.0921876,0.733276,-1.20484,0.263044,0.566295,-1.11581,-0.159762,0.497802,-0.965014,0.0786486,0.40703,-1.20097,-1.24017,5.85204,-4.35541,-0.426308,-1.3138,3.23522,-0.418557,0.953379,0.614692,-1.27117,1.10452,-2.33947,0.0541339,1.01616,-1.39261,0.170181,0.52949,-0.90383,-0.310925,0.583265,-0.887128,0.0457799,0.399696,-1.2489,20,0.5
2,-0.096154,0.768367,-1.22928,0.260561,0.558483,-1.09493,-0.162941,0.502707,-0.961049,0.0716847,0.414205,-1.21293,-0.333295,6.75116,-4.19972,-0.499943,-1.42232,4.01369,-0.910748,0.864242,0.782519,-1.21304,1.24017,-2.03819,-0.0159816,0.873837,-1.28578,0.178696,0.408418,-1.01285,-0.264415,0.461003,-1.02118,0.0170864,0.366789,-1.11916,20,0.5
2,-0.0970623,0.793376,-1.24162,0.259047,0.551671,-1.08374,-0.168179,0.505401,-0.959011,0.0662045,0.419322,-1.21786,-0.383677,5.76678,-4.30284,-0.232531,-2.1858,4.0238,-1.35643,0.953379,0.685462,-1.41457,1.12778,-1.60952,-0.0159816,0.873837,-1.28578,0.178696,0.408418,-1.01285,-0.264415,0.461003,-1.02118,0.0170864,0.366789,-1.11916,20,0.5
2,-0.0985156,0.815963,-1.26348,0.25608,0.536956,-1.05976,-0.174598,0.504947,-0.958332,0.059604,0.422532,-1.22266,0.0155021,4.76689,-3.42327,-0.639461,-3.56548,3.87822,-1.43394,-0.40693,-0.252752,-1.34868,0.310042,-0.3215,-0.0159816,0.873837,-1.28578,0.178696,0.408418,-1.01285,-0.264415,0.461003,-1.02118,0.0170864,0.366789,-1.11916,20,0.5
2,-0.0970017,0.836492,-1.27486,0.254263,0.526268,-1.04629,-0.180563,0.504099,-0.960227,0.0561826,0.422683,-1.22247,0.573578,6.04582,-3.21298,-0.744101,-2.52684,3.85193,-1.63547,0.0387552,-0.647044,-0.70147,-0.0658839,0.244663,-0.0159816,0.873837,-1.28578,0.178696,0.408418,-1.01285,-0.264415,0.461003,-1.02118,0.0170864,0.366789,-1.11916,20,0.5
2,-0.0947612,0.863227,-1.28675,0.250751,0.513733,-1.02875,-0.190978,0.504039,-0.963355,0.0538815,0.420776,-1.21963,0.403054,4.41422,-2.08065,-0.577453,-2.63148,3.23724,-2.10441,-0.0542573,-0.394292,-0.403054,-0.604582,0.756233,-0.117414,0.661186,-1.1376,0.208962,0.462856,-1.1485,-0.179276,0.415229,-1.10195,0.0228296,0.395974,-1.04329,20,0.5
2,-0.0927023,0.877397,-1.2923,0.248238,0.504287,-1.01785,-0.198578,0.504372,-0.964509,0.0518227,0.417657,-1.21636,0.290664,3.66625,-1.37901,-0.383677,-2.46096,2.99864,-2.09666,0.127892,-0.412491,-0.395303,-1.00764,1.19299,-0.117414,0.661186,-1.1376,0.208962,0.462856,-1.1485,-0.179276,0.415229,-1.10195,0.0228296,0.395974,-1.04329,20,0.5
2,-0.093429,0.890204,-1.29517,0.246209,0.494174,-1.00613,-0.207025,0.502797,-0.968979,0.0506116,0.413085,-1.20713,-0.25966,2.16254,0.117277,-0.348797,-1.63547,1.57717,-1.2983,-0.488316,-1.05751,-0.217029,-0.720847,2.06852,-0.117414,0.661186,-1.1376,0.208962,0.462856,-1.1485,-0.179276,0.415229,-1.10195,0.0228296,0.395974,-1.04329,20,0.5
2,-0.0934896,0.895775,-1.29203,0.24515,0.488451,-1.00269,-0.214655,0.500678,-0.972059,0.050763,0.410966,-1.19792,0.317793,0.99601,1.0656,-0.360424,-1.32543,0.515613,-2.29043,-0.856491,-1.12019,0.14727,-0.434059,2.4527,-0.117414,0.661186,-1.1376,0.208962,0.462856,-1.1485,-0.179276,0.415229,-1.10195,0.0228296,0.395974,-1.04329,20,0.5
2,-0.0884635,0.895593,-1.28672,0.243091,0.481245,-1.00286,-0.227099,0.493745,-0.97852,0.0520649,0.406636,-1.18786,1.00764,-0.658839,1.56504,-0.344922,-1.84862,-0.274994,-2.29819,-1.14716,-1.4235,0.337171,-1.25955,2.73578,-0.0526342,0.530032,-1.05545,0.216197,0.657238,-1.28499,-0.0777621,0.454336,-1.06866,0.0427381,0.374489,-1.06957,20,0.5
2,-0.0861321,0.89087,-1.27847,0.242394,0.473827,-1.00665,-0.232307,0.48996,-0.985155,0.0532457,0.401519,-1.17633,0.550324,-2.10828,2.30307,-0.155021,-1.99202,-1.30622,-1.20529,-1.17816,-1.50438,0.310042,-1.89126,2.63266,-0.0526342,0.530032,-1.05545,0.216197,0.657238,-1.28499,-0.0777621,0.454336,-1.06866,0.0427381,0.374489,-1.06957,20,0.5
2,-0.081651,0.874157,-1.26634,0.242546,0.469074,-1.01631,-0.235062,0.483359,-0.992295,0.056334,0.389832,-1.16439,0.957254,-3.37171,2.78229,0.244158,-0.887495,-2.66703,-0.573578,-1.16653,-1.44978,0.658839,-1.837,2.60031,-0.0526342,0.530032,-1.05545,0.216197,0.657238,-1.28499,-0.0777621,0.454336,-1.06866,0.0427381,0.374489,-1.06957,20,0.5
2,-0.0772305,0.862561,-1.25276,0.243878,0.467742,-1.02883,-0.236909,0.48015,-0.998235,0.0586351,0.385502,-1.15344,1.09677,-4.36772,3.84789,0.449561,-0.120141,-3.30397,-0.565826,-1.24404,-1.37901,0.759603,-1.38356,2.62255,-0.0526342,0.530032,-1.05545,0.216197,0.657238,-1.28499,-0.0777621,0.454336,-1.06866,0.0427381,0.374489,-1.06957,20,0.5
2,-0.0731128,0.837249,-1.23061,0.246633,0.471345,-1.05032,-0.237575,0.472308,-1.00654,0.0645695,0.379871,-1.13828,1.03089,-4.95679,4.52324,0.782856,0.732474,-4.35137,0.279038,-1.49595,-1.4518,1.18203,-0.980508,2.75196,-0.0205962,0.591428,-0.933249,0.218193,0.731313,-1.32992,-0.0465463,0.499263,-1.04901,0.0809314,0.412364,-1.05455,20,0.5
2,-0.068995,0.816327,-1.21879,0.249782,0.47743,-1.06335,-0.234336,0.467766,-1.01037,0.069535,0.377055,-1.13155,1.03089,-5.56913,4.63243,0.627835,1.99977,-4.73353,0.999885,-1.6316,-1.4518,1.21691,-0.937877,2.64479,-0.0205962,0.591428,-0.933249,0.218193,0.731313,-1.32992,-0.0465463,0.499263,-1.04901,0.0809314,0.412364,-1.05455,20,0.5
2,-0.0634845,0.790651,-1.1895,0.252901,0.488149,-1.09412,-0.228583,0.461015,-1.01817,0.0762869,0.374633,-1.11618,1.22467,-6.01094,5.47965,0.709221,2.24005,-5.84766,1.20141,-0.984383,-1.22534,1.40682,-0.364299,2.53965,-0.0205962,0.591428,-0.933249,0.218193,0.731313,-1.32992,-0.0465463,0.499263,-1.04901,0.0809314,0.412364,-1.05455,20,0.5
2,-0.0580043,0.765703,-1.16837,0.256443,0.49926,-1.11646,-0.223526,0.457381,-1.02255,0.0819185,0.374057,-1.10635,1.25567,-6.45275,6.41382,0.906873,3.4841,-6.20353,1.33706,-0.817736,-1.03527,1.39906,-0.073635,2.49921,-0.0205962,0.591428,-0.933249,0.218193,0.731313,-1.32992,-0.0465463,0.499263,-1.04901,0.0809314,0.412364,-1.05455,20,0.5
2,-0.0547343,0.744872,-1.14924,0.260803,0.509979,-1.13725,-0.217713,0.455474,-1.02572,0.0865207,0.37439,-1.09921,0.379801,-6.58064,5.70814,1.03476,3.19343,-6.48864,1.84862,-0.426308,-0.962478,1.33318,0.139519,2.08267,-0.0980841,0.590087,-0.989445,0.168561,0.648583,-1.29417,-0.145871,0.503375,-1.29344,0.128184,0.334171,-0.909971,20,0.5
2,-0.0538563,0.712778,-1.11945,0.26486,0.526722,-1.17006,-0.206692,0.453808,-1.03052,0.093757,0.374239,-1.08973,-0.116266,-5.8908,5.93258,0.44181,3.44147,-6.81014,2.01915,-0.325544,-1.19299,1.35643,-0.201527,1.97551,-0.0980841,0.590087,-0.989445,0.168561,0.648583,-1.29417,-0.145871,0.503375,-1.29344,0.128184,0.334171,-0.909971,20,0.5
2,-0.0564904,0.681077,-1.08709,0.265648,0.544828,-1.20524,-0.19885,0.453021,-1.04259,0.103022,0.370727,-1.07597,-0.829362,-5.38698,5.82137,0.158896,3.2942,-6.08828,1.15103,0.0930126,-2.81262,1.51145,-0.763478,2.54369,-0.0980841,0.590087,-0.989445,0.168561,0.648583,-1.29417,-0.145871,0.503375,-1.29344,0.128184,0.334171,-0.909971,20,0.5
2,-0.0608504,0.66506,-1.07319,0.265527,0.55815,-1.22072,-0.194036,0.453233,-1.0507,0.10829,0.368305,-1.06871,-1.12003,-5.89855,5.07323,-0.158896,3.37946,-5.85373,1.18979,0.0620084,-3.34239,1.12778,-0.879744,2.82475,-0.0980841,0.590087,-0.989445,0.168561,0.648583,-1.29417,-0.145871,0.503375,-1.29344,0.128184,0.334171,-0.909971,20,0.5
2,-0.0660884,0.633451,-1.04683,0.263589,0.571957,-1.24996,-0.188647,0.452961,-1.07073,0.112166,0.366004,-1.05247,-1.19754,-5.68539,4.47674,-0.550324,3.17793,-5.27745,1.24404,0.0116266,-3.79127,0.751852,-0.151145,2.9582,-0.067461,0.477254,-0.96285,0.0881528,0.789087,-1.35684,-0.17902,0.558494,-1.43071,0.236956,0.324494,-0.711789,20,0.5
2,-0.0711145,0.612044,-1.02945,0.260016,0.585551,-1.26901,-0.183954,0.453445,-1.08218,0.115194,0.365035,-1.0385,-1.09677,-5.0188,4.12895,-0.968881,3.60424,-4.62839,0.821611,0.317793,-4.07638,0.782856,-0.275162,3.71039,-0.067461,0.477254,-0.96285,0.0881528,0.789087,-1.35684,-0.17902,0.558494,-1.43071,0.236956,0.324494,-0.711789,20,0.5
2,-0.0780783,0.581767,-1.00955,0.252477,0.611196,-1.29061,-0.181955,0.462105,-1.11374,0.12458,0.362764,-1.0143,-1.86025,-5.49549,3.48393,-1.31768,5.82104,-3.95708,0.155021,1.70911,-5.55042,1.93776,-0.581329,5.15815,-0.067461,0.477254,-0.96285,0.0881528,0.789087,-1.35684,-0.17902,0.558494,-1.43071,0.236956,0.324494,-0.711789,20,0.5
2,-0.0862532,0.567809,-1.00065,0.248147,0.624337,-1.30117,-0.181441,0.466071,-1.12956,0.131483,0.360826,-0.999862,-1.95326,-5.18933,3.21096,-0.96113,4.17394,-3.79936,0.089137,1.41069,-6.18736,1.58896,-0.740225,5.79711,-0.067461,0.477254,-0.96285,0.0881528,0.789087,-1.35684,-0.17902,0.558494,-1.43071,0.236956,0.324494,-0.711789,20,0.5
2,-0.0949731,0.539318,-0.986688,0.24085,0.647166,-1.32405,-0.180563,0.474821,-1.1623,0.140233,0.355467,-0.971349,-1.41844,-4.35221,2.62862,-1.70523,3.71275,-3.31206,0.240282,1.28667,-7.42281,1.81375,-0.73635,5.85373,0.044057,0.377255,-0.934014,0.0274711,0.883813,-1.43119,-0.120833,0.579114,-1.38564,0.23504,0.301509,-0.752119,20,0.5
2,-0.0990606,0.526026,-0.977383,0.235703,0.659519,-1.33312,-0.179594,0.478787,-1.19194,0.14644,0.353196,-0.946405,-1.21691,-4.87541,2.13322,-1.51145,4.6235,-3.04111,0.352673,1.42619,-6.88495,2.11604,-0.856491,6.00133,0.044057,0.377255,-0.934014,0.0274711,0.883813,-1.43119,-0.120833,0.579114,-1.38564,0.23504,0.301509,-0.752119,20,0.5
2,-0.104874,0.501471,-0.969042,0.22441,0.682561,-1.34771,-0.175143,0.487144,-1.22127,0.156492,0.347746,-0.91906,-0.945628,-5.10794,1.5893,-2.00752,4.80565,-3.39294,1.01539,1.82537,-6.78587,2.39895,-1.43007,5.71016,0.044057,0.377255,-0.934014,0.0274711,0.883813,-1.43119,-0.120833,0.579114,-1.38564,0.23504,0.301509,-0.752119,20,0.5
2,-0.108053,0.482547,-0.964366,0.216659,0.698063,-1.35942,-0.172569,0.494411,-1.24625,0.17042,0.341297,-0.896945,-0.635586,-5.15832,1.07167,-1.93776,3.85227,-3.17052,0.32942,1.8525,-7.08109,2.80975,-1.77887,5.77082,0.044057,0.377255,-0.934014,0.0274711,0.883813,-1.43119,-0.120833,0.579114,-1.38564,0.23504,0.301509,-0.752119,20,0.5
2,-0.108447,0.456842,-0.960623,0.20594,0.723072,-1.37465,-0.171479,0.503433,-1.27705,0.185649,0.331427,-0.874497,0.151145,-3.74376,0.594472,-2.26331,4.82503,-3.06941,0.155021,1.82925,-6.29048,3.1198,-1.43007,3.77308,0.0111917,0.673524,-0.999431,0.052905,0.834923,-1.32891,-0.0936511,0.646007,-1.24791,0.0497561,0.373107,-0.931264,20,0.5
2,-0.108326,0.447758,-0.958632,0.199037,0.735092,-1.38657,-0.170238,0.51176,-1.30102,0.195368,0.328611,-0.866741,0.0348797,-2.27106,0.368006,-2.27881,3.71275,-2.64479,0.507694,2.41833,-5.27139,2.78263,-0.573578,0.578296,0.0111917,0.673524,-0.999431,0.052905,0.834923,-1.32891,-0.0936511,0.646007,-1.24791,0.0497561,0.373107,-0.931264,20,0.5
2,-0.108719,0.441461,-0.958727,0.18517,0.754106,-1.3981,-0.166393,0.524809,-1.32487,0.205239,0.33179,-0.875887,-0.0155021,-1.8525,-0.258818,-2.56947,3.40659,-1.82588,0.488316,2.25943,-3.858,1.99977,0.988259,-2.84497,0.0111917,0.673524,-0.999431,0.052905,0.834923,-1.32891,-0.0936511,0.646007,-1.24791,0.0497561,0.373107,-0.931264,20,0.5
2,-0.108659,0.436919,-0.96097,0.174331,0.767156,-1.40351,-0.165545,0.533045,-1.33406,0.214776,0.335877,-0.889599,0.0697594,-0.430183,-0.847223,-3.06941,3.37946,-1.14244,-0.0930126,2.24393,-3.29184,2.32531,0.999885,-3.82969,0.0111917,0.673524,-0.999431,0.052905,0.834923,-1.32891,-0.0936511,0.646007,-1.24791,0.0497561,0.373107,-0.931264,20,0.5
2,-0.10884,0.433377,-0.96781,0.157981,0.784233,-1.40584,-0.16606,0.543309,-1.35111,0.223617,0.339147,-0.909503,-0.217029,-0.868117,-1.34262,-2.98803,3.32908,-0.109189,0.0968881,1.84862,-2.1494,1.10452,0.25966,-3.57694,-0.0951068,0.732867,-0.993254,0.155204,0.769679,-1.28954,-0.0640112,0.574932,-1.15554,0.058993,0.420718,-0.942698,20,0.5
2,-0.109718,0.433589,-0.971254,0.147535,0.797282,-1.4054,-0.165515,0.54994,-1.35547,0.2261,0.339692,-0.918602,-0.368175,0.550324,-1.32846,-2.46483,3.62361,0.254774,0.108515,1.54246,-1.43765,0.585204,0.310042,-3.6558,-0.0951068,0.732867,-0.993254,0.155204,0.769679,-1.28954,-0.0640112,0.574932,-1.15554,0.058993,0.420718,-0.942698,20,0.5
2,-0.111232,0.443883,-0.976783,0.138694,0.81124,-1.40188,-0.163759,0.554905,-1.35732,0.229824,0.342841,-0.934289,-0.0775105,2.07728,-0.942258,-1.77111,2.3757,0.885641,0.51932,0.840989,0.319478,0.600706,0.51932,-2.83688,-0.0951068,0.732867,-0.993254,0.155204,0.769679,-1.28954,-0.0640112,0.574932,-1.15554,0.058993,0.420718,-0.942698,20,0.5
2,-0.110778,0.45118,-0.980843,0.129368,0.820081,-1.39714,-0.161518,0.55766,-1.35365,0.230793,0.344022,-0.944525,0.213154,2.75937,-1.09997,-2.36019,1.76724,1.35273,0.449561,1.12778,1.36688,0.0620084,0.348797,-2.25859,-0.0951068,0.732867,-0.993254,0.155204,0.769679,-1.28954,-0.0640112,0.574932,-1.15554,0.058993,0.420718,-0.942698,20,0.5
2,-0.110869,0.46868,-0.986782,0.121466,0.827317,-1.38796,-0.158763,0.566471,-1.34346,0.230248,0.346626,-0.955362,-0.22478,3.15468,-0.922038,-1.15103,1.36806,1.72882,0.678217,1.56184,2.07863,-0.236407,0.627835,-1.60346,-0.203811,0.384509,-0.960013,0.203199,0.73659,-1.35298,-0.065142,0.493752,-1.20556,0.184593,0.341746,-0.864785,20,0.5
2,-0.115834,0.481306,-0.99051,0.119044,0.831526,-1.37823,-0.155099,0.570256,-1.33079,0.231641,0.35029,-0.961491,-1.50758,0.794482,-0.547965,-0.0310042,0.457312,1.96337,0.809984,0.0155021,2.74994,0.759603,0.375926,-0.816893,-0.203811,0.384509,-0.960013,0.203199,0.73659,-1.35298,-0.065142,0.493752,-1.20556,0.184593,0.341746,-0.864785,20,0.5
2,-0.121042,0.483274,-0.99179,0.11868,0.832979,-1.3709,-0.151133,0.569711,-1.32362,0.234124,0.350683,-0.963087,-1.99977,1.53083,-0.226465,-0.193776,0.279038,1.94315,1.08515,-0.0387552,2.76611,0.306166,-0.0116266,-0.141541,-0.203811,0.384509,-0.960013,0.203199,0.73659,-1.35298,-0.065142,0.493752,-1.20556,0.184593,0.341746,-0.864785,20,0.5
2,-0.123585,0.491691,-0.991979,0.118953,0.832707,-1.36577,-0.147621,0.569469,-1.31253,0.233881,0.350441,-0.962755,-0.271287,2.93765,0.00202201,0.317793,-0.248034,1.76926,1.1084,-0.0930126,2.52954,-0.25966,-0.131768,0.240619,-0.203811,0.384509,-0.960013,0.203199,0.73659,-1.35298,-0.065142,0.493752,-1.20556,0.184593,0.341746,-0.864785,20,0.5
2,-0.124403,0.497535,-0.989357,0.12195,0.829619,-1.35743,-0.140596,0.565169,-1.29771,0.232428,0.350078,-0.959785,-0.403054,1.00376,0.687484,0.992134,-0.682092,1.48214,1.27892,-1.14328,2.88339,-0.120141,-0.0542573,0.762299,-0.167279,0.0442699,-0.932342,0.201108,0.74283,-1.46412,-0.0413706,0.442496,-1.2395,0.221331,0.24013,-0.865376,20,0.5
